       E(mm)      EU(mm)      EL(mm)      ED(mm)       W(mm)      WU(mm)      WL(mm)      WD(mm)       R(mm)      RG(mm)      RS(mm)     Q(m3/d)    QS(m3/d)    QG(m3/d)
           0.148             0.100             0.048             0.000           129.917             0.000             4.785           125.132             0.000             0.000             0.000             0.063             0.003             0.059
           0.026             0.000             0.026             0.000           129.890             0.000             4.758           125.132             0.000             0.000             0.000             0.055             0.000             0.055
           0.022             0.000             0.022             0.000           129.868             0.000             4.736           125.132             0.000             0.000             0.000             0.051             0.000             0.051
           0.022             0.000             0.022             0.000           129.846             0.000             4.714           125.132             0.000             0.000             0.000             0.047             0.000             0.047
           0.055             0.000             0.055             0.000           129.790             0.000             4.658           125.132             0.000             0.000             0.000             0.044             0.000             0.044
           0.018             0.000             0.018             0.000           129.772             0.000             4.640           125.132             0.000             0.000             0.000             0.040             0.000             0.040
           0.018             0.000             0.018             0.000           129.754             0.000             4.622           125.132             0.000             0.000             0.000             0.037             0.000             0.037
           0.027             0.000             0.027             0.000           129.727             0.000             4.595           125.132             0.000             0.000             0.000             0.035             0.000             0.035
           0.018             0.000             0.018             0.000           129.709             0.000             4.577           125.132             0.000             0.000             0.000             0.032             0.000             0.032
           0.027             0.000             0.027             0.000           129.682             0.000             4.550           125.132             0.000             0.000             0.000             0.030             0.000             0.030
           0.027             0.000             0.027             0.000           129.655             0.000             4.523           125.132             0.000             0.000             0.000             0.028             0.000             0.028
           0.021             0.000             0.021             0.000           129.634             0.000             4.502           125.132             0.000             0.000             0.000             0.026             0.000             0.026
           0.023             0.000             0.023             0.000           129.611             0.000             4.479           125.132             0.000             0.000             0.000             0.024             0.000             0.024
           0.019             0.000             0.019             0.000           129.592             0.000             4.460           125.132             0.000             0.000             0.000             0.022             0.000             0.022
           0.023             0.000             0.023             0.000           129.569             0.000             4.437           125.132             0.000             0.000             0.000             0.020             0.000             0.020
           0.019             0.000             0.019             0.000           129.550             0.000             4.418           125.132             0.000             0.000             0.000             0.019             0.000             0.019
           0.019             0.000             0.019             0.000           129.531             0.000             4.399           125.132             0.000             0.000             0.000             0.018             0.000             0.018
           0.016             0.000             0.016             0.000           129.515             0.000             4.383           125.132             0.000             0.000             0.000             0.016             0.000             0.016
           0.015             0.000             0.015             0.000           129.500             0.000             4.368           125.132             0.000             0.000             0.000             0.015             0.000             0.015
           0.014             0.000             0.014             0.000           129.486             0.000             4.354           125.132             0.000             0.000             0.000             0.014             0.000             0.014
           0.014             0.000             0.014             0.000           129.472             0.000             4.340           125.132             0.000             0.000             0.000             0.013             0.000             0.013
           0.020             0.000             0.020             0.000           129.452             0.000             4.320           125.132             0.000             0.000             0.000             0.012             0.000             0.012
           0.027             0.000             0.027             0.000           129.425             0.000             4.293           125.132             0.000             0.000             0.000             0.011             0.000             0.011
           0.015             0.000             0.015             0.000           129.410             0.000             4.278           125.132             0.000             0.000             0.000             0.010             0.000             0.010
           0.186             0.186             0.000             0.000           129.749             0.340             4.278           125.132             0.174             0.063             0.111             0.032             0.014             0.018
           0.346             0.340             0.007             0.000           129.403             0.000             4.271           125.132             0.000             0.000             0.000             0.033             0.017             0.016
           0.012             0.000             0.012             0.000           129.391             0.000             4.259           125.132             0.000             0.000             0.000             0.026             0.011             0.015
           0.022             0.000             0.022             0.000           129.370             0.000             4.238           125.132             0.000             0.000             0.000             0.022             0.008             0.014
           0.020             0.000             0.020             0.000           129.350             0.000             4.218           125.132             0.000             0.000             0.000             0.018             0.005             0.013
           0.012             0.000             0.012             0.000           129.338             0.000             4.206           125.132             0.000             0.000             0.000             0.015             0.003             0.012
           0.015             0.000             0.015             0.000           129.323             0.000             4.191           125.132             0.000             0.000             0.000             0.013             0.002             0.011
           0.021             0.000             0.021             0.000           129.302             0.000             4.170           125.132             0.000             0.000             0.000             0.012             0.001             0.010
           0.008             0.000             0.008             0.000           129.294             0.000             4.162           125.132             0.000             0.000             0.000             0.010             0.001             0.010
           0.016             0.000             0.016             0.000           129.278             0.000             4.146           125.132             0.000             0.000             0.000             0.009             0.000             0.009
           0.011             0.000             0.011             0.000           129.266             0.000             4.134           125.132             0.000             0.000             0.000             0.008             0.000             0.008
           0.016             0.000             0.016             0.000           129.250             0.000             4.118           125.132             0.000             0.000             0.000             0.008             0.000             0.008
           0.019             0.000             0.019             0.000           129.231             0.000             4.099           125.132             0.000             0.000             0.000             0.007             0.000             0.007
           0.016             0.000             0.016             0.000           129.215             0.000             4.083           125.132             0.000             0.000             0.000             0.007             0.000             0.007
           0.026             0.000             0.026             0.000           129.189             0.000             4.057           125.132             0.000             0.000             0.000             0.006             0.000             0.006
           0.014             0.000             0.014             0.000           129.175             0.000             4.043           125.132             0.000             0.000             0.000             0.006             0.000             0.006
           0.022             0.000             0.022             0.000           129.152             0.000             4.020           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.022             0.000             0.022             0.000           129.130             0.000             3.998           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.009             0.000             0.009             0.000           129.121             0.000             3.989           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.006             0.000             0.006             0.000           129.115             0.000             3.983           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.025             0.000             0.025             0.000           129.090             0.000             3.958           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.011             0.000             0.011             0.000           129.079             0.000             3.947           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.014             0.000             0.014             0.000           129.065             0.000             3.933           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.028             0.000             0.028             0.000           129.037             0.000             3.905           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.015             0.000             0.015             0.000           129.022             0.000             3.890           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.015             0.000             0.015             0.000           129.007             0.000             3.875           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.011             0.000             0.011             0.000           128.996             0.000             3.864           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.012             0.000             0.012             0.000           128.984             0.000             3.852           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.112             0.112             0.000             0.000           129.373             0.390             3.852           125.132             0.199             0.072             0.127             0.028             0.016             0.011
           0.298             0.298             0.000             0.000           129.075             0.091             3.852           125.132             0.000             0.000             0.000             0.030             0.019             0.011
           0.000             0.000             0.000             0.000           129.207             0.224             3.852           125.132             0.068             0.024             0.043             0.031             0.018             0.013
           0.149             0.149             0.000             0.000           129.058             0.074             3.852           125.132             0.000             0.000             0.000             0.027             0.015             0.012
           0.037             0.037             0.000             0.000           129.166             0.182             3.852           125.132             0.055             0.020             0.035             0.028             0.015             0.014
           0.261             0.261             0.000             0.000           129.457             0.473             3.852           125.132             0.148             0.053             0.095             0.044             0.024             0.020
           0.261             0.261             0.000             0.000           129.196             0.212             3.852           125.132             0.000             0.000             0.000             0.041             0.023             0.018
           0.112             0.112             0.000             0.000           129.084             0.100             3.852           125.132             0.000             0.000             0.000             0.032             0.015             0.017
           0.103             0.100             0.004             0.000           128.980             0.000             3.848           125.132             0.000             0.000             0.000             0.025             0.010             0.016
           0.008             0.000             0.008             0.000           128.973             0.000             3.841           125.132             0.000             0.000             0.000             0.020             0.006             0.014
           0.008             0.000             0.008             0.000           128.965             0.000             3.833           125.132             0.000             0.000             0.000             0.017             0.004             0.013
           0.008             0.000             0.008             0.000           128.958             0.000             3.826           125.132             0.000             0.000             0.000             0.015             0.002             0.012
           0.009             0.000             0.009             0.000           128.949             0.000             3.817           125.132             0.000             0.000             0.000             0.013             0.001             0.012
           0.012             0.000             0.012             0.000           128.937             0.000             3.805           125.132             0.000             0.000             0.000             0.011             0.001             0.011
           0.009             0.000             0.009             0.000           128.928             0.000             3.796           125.132             0.000             0.000             0.000             0.010             0.000             0.010
           0.012             0.000             0.012             0.000           128.916             0.000             3.784           125.132             0.000             0.000             0.000             0.009             0.000             0.009
           0.012             0.000             0.012             0.000           128.904             0.000             3.772           125.132             0.000             0.000             0.000             0.009             0.000             0.009
           0.224             0.224             0.000             0.000           128.955             0.051             3.772           125.132             0.026             0.009             0.016             0.011             0.002             0.009
           0.059             0.051             0.008             0.000           128.896             0.000             3.764           125.132             0.000             0.000             0.000             0.011             0.003             0.008
           0.013             0.000             0.013             0.000           128.883             0.000             3.751           125.132             0.000             0.000             0.000             0.009             0.002             0.008
           0.019             0.000             0.019             0.000           128.863             0.000             3.731           125.132             0.000             0.000             0.000             0.008             0.001             0.007
           0.012             0.000             0.012             0.000           128.852             0.000             3.720           125.132             0.000             0.000             0.000             0.007             0.001             0.007
           0.016             0.000             0.016             0.000           128.836             0.000             3.704           125.132             0.000             0.000             0.000             0.007             0.000             0.006
           0.016             0.000             0.016             0.000           128.820             0.000             3.688           125.132             0.000             0.000             0.000             0.006             0.000             0.006
           0.016             0.000             0.016             0.000           128.804             0.000             3.672           125.132             0.000             0.000             0.000             0.006             0.000             0.005
           0.017             0.000             0.017             0.000           128.787             0.000             3.655           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.016             0.000             0.016             0.000           128.771             0.000             3.639           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.021             0.000             0.021             0.000           128.749             0.000             3.617           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.023             0.000             0.023             0.000           128.727             0.000             3.595           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.023             0.000             0.023             0.000           128.704             0.000             3.572           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.024             0.000             0.024             0.000           128.680             0.000             3.548           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.065             0.000             0.065             0.000           128.615             0.000             3.483           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.038             0.000             0.038             0.000           128.577             0.000             3.445           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.022             0.000             0.022             0.000           128.555             0.000             3.423           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.023             0.000             0.023             0.000           128.532             0.000             3.400           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.017             0.000             0.017             0.000           128.515             0.000             3.383           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.029             0.000             0.029             0.000           128.486             0.000             3.354           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.026             0.000             0.026             0.000           128.460             0.000             3.328           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.022             0.000             0.022             0.000           128.437             0.000             3.305           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.025             0.000             0.025             0.000           128.413             0.000             3.281           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.027             0.000             0.027             0.000           128.386             0.000             3.254           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.028             0.000             0.028             0.000           128.358             0.000             3.226           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.030             0.000             0.030             0.000           128.327             0.000             3.195           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.033             0.000             0.033             0.000           128.295             0.000             3.163           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.030             0.000             0.030             0.000           128.265             0.000             3.133           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.044             0.000             0.044             0.000           128.221             0.000             3.089           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.109             0.100             0.009             0.000           128.212             0.000             3.080           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.410             0.410             0.000             0.000           128.404             0.192             3.080           125.132             0.097             0.035             0.062             0.013             0.008             0.005
           0.208             0.192             0.016             0.000           128.197             0.000             3.065           125.132             0.000             0.000             0.000             0.015             0.010             0.005
           0.020             0.000             0.020             0.000           128.176             0.000             3.044           125.132             0.000             0.000             0.000             0.011             0.006             0.005
           0.016             0.000             0.016             0.000           128.161             0.000             3.029           125.132             0.000             0.000             0.000             0.009             0.004             0.004
           0.025             0.000             0.025             0.000           128.136             0.000             3.004           125.132             0.000             0.000             0.000             0.007             0.003             0.004
           0.029             0.000             0.029             0.000           128.106             0.000             2.974           125.132             0.000             0.000             0.000             0.006             0.002             0.004
           0.019             0.000             0.019             0.000           128.088             0.000             2.956           125.132             0.000             0.000             0.000             0.005             0.001             0.003
           0.019             0.000             0.019             0.000           128.069             0.000             2.937           125.132             0.000             0.000             0.000             0.004             0.001             0.003
           0.031             0.000             0.031             0.000           128.038             0.000             2.906           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.028             0.000             0.028             0.000           128.009             0.000             2.878           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.024             0.000             0.024             0.000           127.986             0.000             2.854           125.132             0.000             0.000             0.000             0.003             0.000             0.003
           0.048             0.000             0.048             0.000           127.938             0.000             2.806           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.038             0.000             0.038             0.000           127.899             0.000             2.767           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.046             0.000             0.046             0.000           127.854             0.000             2.722           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.027             0.000             0.027             0.000           127.827             0.000             2.695           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.030             0.000             0.030             0.000           127.797             0.000             2.665           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.034             0.000             0.034             0.000           127.763             0.000             2.631           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.052             0.000             0.052             0.000           127.711             0.000             2.579           125.132             0.000             0.000             0.000             0.002             0.000             0.002
           0.030             0.000             0.030             0.000           127.681             0.000             2.549           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.037             0.000             0.037             0.000           127.644             0.000             2.512           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.039             0.000             0.039             0.000           127.605             0.000             2.473           125.132             0.000             0.000             0.000             0.001             0.000             0.001
           0.559             0.559             0.000             0.000           127.898             0.293             2.473           125.132             0.147             0.054             0.094             0.020             0.012             0.008
           0.509             0.493             0.016             0.000           127.588             0.000             2.456           125.132             0.000             0.000             0.000             0.022             0.015             0.007
           0.112             0.112             0.000             0.000           128.511             0.923             2.456           125.132             0.465             0.169             0.296             0.076             0.048             0.028
           0.298             0.298             0.000             0.000           128.976             1.388             2.456           125.132             0.236             0.086             0.151             0.109             0.072             0.037
           0.709             0.709             0.000             0.000           128.268             0.679             2.456           125.132             0.000             0.000             0.000             0.093             0.058             0.035
           0.485             0.485             0.000             0.000           128.183             0.594             2.456           125.132             0.000             0.000             0.000             0.071             0.039             0.032
           0.559             0.559             0.000             0.000           127.623             0.035             2.456           125.132             0.000             0.000             0.000             0.055             0.026             0.030
           0.051             0.035             0.016             0.000           127.572             0.000             2.440           125.132             0.000             0.000             0.000             0.045             0.017             0.028
           0.505             0.500             0.005             0.000           127.567             0.000             2.435           125.132             0.000             0.000             0.000             0.037             0.011             0.026
           0.027             0.000             0.027             0.000           127.540             0.000             2.408           125.132             0.000             0.000             0.000             0.031             0.007             0.024
           0.028             0.000             0.028             0.000           127.512             0.000             2.380           125.132             0.000             0.000             0.000             0.026             0.004             0.022
           0.422             0.400             0.022             0.000           127.490             0.000             2.358           125.132             0.000             0.000             0.000             0.021             0.001             0.020
           0.035             0.000             0.035             0.000           127.455             0.000             2.323           125.132             0.000             0.000             0.000             0.019             0.000             0.019
           0.671             0.671             0.000             0.000           128.803             1.348             2.323           125.132             0.681             0.247             0.433             0.105             0.056             0.049
           0.112             0.112             0.000             0.000           129.590             2.135             2.323           125.132             0.401             0.145             0.256             0.164             0.100             0.064
           0.858             0.858             0.000             0.000           128.732             1.277             2.323           125.132             0.000             0.000             0.000             0.143             0.084             0.060
           1.268             1.268             0.000             0.000           127.464             0.009             2.323           125.132             0.000             0.000             0.000             0.111             0.056             0.055
           0.323             0.309             0.014             0.000           127.442             0.000             2.310           125.132             0.000             0.000             0.000             0.088             0.037             0.051
           0.023             0.000             0.023             0.000           127.418             0.000             2.286           125.132             0.000             0.000             0.000             0.072             0.025             0.047
           0.032             0.000             0.032             0.000           127.387             0.000             2.255           125.132             0.000             0.000             0.000             0.060             0.016             0.044
           0.130             0.100             0.030             0.000           127.356             0.000             2.224           125.132             0.000             0.000             0.000             0.052             0.011             0.041
           0.216             0.200             0.016             0.000           127.341             0.000             2.209           125.132             0.000             0.000             0.000             0.044             0.006             0.038
           0.031             0.000             0.031             0.000           127.310             0.000             2.178           125.132             0.000             0.000             0.000             0.037             0.002             0.035
           0.027             0.000             0.027             0.000           127.283             0.000             2.151           125.132             0.000             0.000             0.000             0.032             0.000             0.032
           0.033             0.000             0.033             0.000           127.250             0.000             2.118           125.132             0.000             0.000             0.000             0.030             0.000             0.030
           0.043             0.000             0.043             0.000           127.207             0.000             2.075           125.132             0.000             0.000             0.000             0.028             0.000             0.028
           0.031             0.000             0.031             0.000           127.177             0.000             2.045           125.132             0.000             0.000             0.000             0.026             0.000             0.026
           0.035             0.000             0.035             0.000           127.141             0.000             2.009           125.132             0.000             0.000             0.000             0.024             0.000             0.024
           0.858             0.858             0.000             0.000           127.236             0.095             2.009           125.132             0.047             0.017             0.030             0.028             0.004             0.024
           0.597             0.597             0.000             0.000           127.571             0.430             2.009           125.132             0.168             0.061             0.107             0.049             0.019             0.030
           1.082             1.082             0.000             0.000           127.650             0.509             2.009           125.132             0.040             0.014             0.025             0.053             0.023             0.030
           0.816             0.809             0.008             0.000           127.133             0.000             2.001           125.132             0.000             0.000             0.000             0.045             0.017             0.028
           0.046             0.000             0.046             0.000           127.088             0.000             1.956           125.132             0.000             0.000             0.000             0.037             0.011             0.026
           0.053             0.000             0.053             0.000           127.034             0.000             1.902           125.132             0.000             0.000             0.000             0.031             0.008             0.024
           0.053             0.000             0.053             0.000           126.981             0.000             1.849           125.132             0.000             0.000             0.000             0.027             0.005             0.022
           0.039             0.000             0.039             0.000           126.942             0.000             1.810           125.132             0.000             0.000             0.000             0.024             0.003             0.021
           0.051             0.000             0.051             0.000           126.891             0.000             1.759           125.132             0.000             0.000             0.000             0.021             0.002             0.019
           0.334             0.300             0.034             0.000           126.856             0.000             1.724           125.132             0.000             0.000             0.000             0.019             0.001             0.018
           0.067             0.000             0.067             0.000           126.789             0.000             1.657           125.132             0.000             0.000             0.000             0.017             0.000             0.016
           0.067             0.000             0.067             0.000           126.722             0.000             1.590           125.132             0.000             0.000             0.000             0.015             0.000             0.015
           0.061             0.000             0.061             0.000           126.661             0.000             1.529           125.132             0.000             0.000             0.000             0.014             0.000             0.014
           0.050             0.000             0.050             0.000           126.611             0.000             1.479           125.132             0.000             0.000             0.000             0.013             0.000             0.013
           0.073             0.000             0.073             0.000           126.538             0.000             1.406           125.132             0.000             0.000             0.000             0.012             0.000             0.012
           0.068             0.000             0.068             0.000           126.470             0.000             1.338           125.132             0.000             0.000             0.000             0.011             0.000             0.011
           0.047             0.000             0.047             0.000           126.423             0.000             1.291           125.132             0.000             0.000             0.000             0.010             0.000             0.010
           0.053             0.000             0.053             0.000           126.370             0.000             1.238           125.132             0.000             0.000             0.000             0.010             0.000             0.010
           0.142             0.100             0.042             0.000           126.328             0.000             1.196           125.132             0.000             0.000             0.000             0.009             0.000             0.009
           0.712             0.700             0.012             0.000           126.315             0.000             1.183           125.132             0.000             0.000             0.000             0.008             0.000             0.008
           0.437             0.400             0.037             0.000           126.279             0.000             1.147           125.132             0.000             0.000             0.000             0.008             0.000             0.008
           0.054             0.000             0.054             0.000           126.224             0.000             1.092           125.132             0.000             0.000             0.000             0.007             0.000             0.007
           0.058             0.000             0.058             0.000           126.167             0.000             1.035           125.132             0.000             0.000             0.000             0.007             0.000             0.007
           0.428             0.400             0.028             0.000           126.138             0.000             1.006           125.132             0.000             0.000             0.000             0.006             0.000             0.006
           0.054             0.000             0.054             0.000           126.084             0.000             0.952           125.132             0.000             0.000             0.000             0.006             0.000             0.006
           0.062             0.000             0.062             0.000           126.023             0.000             0.891           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.060             0.000             0.060             0.000           125.963             0.000             0.831           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           2.221             2.200             0.021             0.000           125.941             0.000             0.809           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.073             0.000             0.073             0.000           125.869             0.000             0.737           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           1.716             1.716             0.000             0.000           127.793             1.925             0.737           125.132             0.960             0.352             0.608             0.128             0.079             0.048
           0.783             0.783             0.000             0.000           127.610             1.741             0.737           125.132             0.000             0.000             0.000             0.140             0.095             0.045
           1.268             1.268             0.000             0.000           128.229             2.361             0.737           125.132             0.312             0.114             0.199             0.145             0.089             0.056
