       E(mm)      EU(mm)      EL(mm)      ED(mm)       W(mm)      WU(mm)      WL(mm)      WD(mm)       R(mm)      RG(mm)      RS(mm)     Q(m3/d)    QS(m3/d)    QG(m3/d)
           0.959             0.000             0.959             0.000           163.178             0.000            31.882           131.296             0.000             0.000             0.000             0.578             0.001             0.577
           0.517             0.000             0.517             0.000           162.661             0.000            31.365           131.296             0.000             0.000             0.000             0.566             0.000             0.566
           0.645             0.000             0.645             0.000           162.016             0.000            30.720           131.296             0.000             0.000             0.000             0.555             0.000             0.555
           0.264             0.264             0.000             0.000           164.314             2.297            30.720           131.296             2.539             0.937             1.603             0.792             0.217             0.575
           0.565             0.565             0.000             0.000           163.749             1.733            30.720           131.296             0.000             0.000             0.000             0.828             0.264             0.564
           1.242             1.242             0.000             0.000           162.507             0.490            30.720           131.296             0.000             0.000             0.000             0.724             0.171             0.553
           0.452             0.452             0.000             0.000           164.943             2.926            30.720           131.296             2.712             0.997             1.715             0.917             0.342             0.576
           0.904             0.904             0.000             0.000           165.363             3.346            30.720           131.296             0.476             0.174             0.303             0.963             0.392             0.570
           0.979             0.979             0.000             0.000           164.384             2.368            30.720           131.296             0.000             0.000             0.000             0.836             0.277             0.559
           1.129             1.129             0.000             0.000           163.254             1.238            30.720           131.296             0.000             0.000             0.000             0.728             0.179             0.548
           1.129             1.129             0.000             0.000           162.125             0.109            30.720           131.296             0.000             0.000             0.000             0.654             0.116             0.538
           0.858             0.109             0.749             0.000           161.267             0.000            29.971           131.296             0.000             0.000             0.000             0.597             0.070             0.527
           0.519             0.000             0.519             0.000           160.748             0.000            29.452           131.296             0.000             0.000             0.000             0.557             0.041             0.517
           0.446             0.000             0.446             0.000           160.302             0.000            29.006           131.296             0.000             0.000             0.000             0.533             0.026             0.506
           0.188             0.188             0.000             0.000           161.609             1.307            29.006           131.296             1.405             0.525             0.880             0.647             0.133             0.514
           0.376             0.376             0.000             0.000           161.908             1.606            29.006           131.296             0.325             0.121             0.204             0.685             0.177             0.508
           0.941             0.941             0.000             0.000           161.167             0.865            29.006           131.296             0.000             0.000             0.000             0.627             0.130             0.498
           0.928             0.865             0.063             0.000           160.239             0.000            28.943           131.296             0.000             0.000             0.000             0.572             0.084             0.488
           0.423             0.000             0.423             0.000           159.816             0.000            28.520           131.296             0.000             0.000             0.000             0.533             0.054             0.478
           0.321             0.100             0.221             0.000           159.595             0.000            28.299           131.296             0.000             0.000             0.000             0.504             0.035             0.469
           0.260             0.000             0.260             0.000           159.335             0.000            28.039           131.296             0.000             0.000             0.000             0.483             0.023             0.460
           0.349             0.000             0.349             0.000           158.986             0.000            27.690           131.296             0.000             0.000             0.000             0.466             0.015             0.451
           0.359             0.000             0.359             0.000           158.627             0.000            27.331           131.296             0.000             0.000             0.000             0.449             0.007             0.442
           0.236             0.000             0.236             0.000           158.390             0.000            27.094           131.296             0.000             0.000             0.000             0.434             0.001             0.433
           0.264             0.000             0.264             0.000           158.127             0.000            26.831           131.296             0.000             0.000             0.000             0.425             0.000             0.425
           1.355             1.355             0.000             0.000           160.196             2.069            26.831           131.296             2.175             0.822             1.353             0.634             0.191             0.443
           0.602             0.602             0.000             0.000           159.594             1.467            26.831           131.296             0.000             0.000             0.000             0.666             0.231             0.434
           0.264             0.264             0.000             0.000           160.581             2.454            26.831           131.296             1.049             0.394             0.655             0.680             0.241             0.439
           1.054             1.054             0.000             0.000           161.326             3.199            26.831           131.296             0.801             0.299             0.501             0.717             0.277             0.440
           0.301             0.301             0.000             0.000           161.024             2.898            26.831           131.296             0.000             0.000             0.000             0.650             0.219             0.431
           0.904             0.904             0.000             0.000           160.121             1.994            26.831           131.296             0.000             0.000             0.000             0.564             0.142             0.423
           0.678             0.678             0.000             0.000           159.443             1.317            26.831           131.296             0.000             0.000             0.000             0.506             0.092             0.414
           0.376             0.376             0.000             0.000           159.067             0.940            26.831           131.296             0.000             0.000             0.000             0.466             0.059             0.406
           0.565             0.565             0.000             0.000           158.502             0.375            26.831           131.296             0.000             0.000             0.000             0.432             0.034             0.398
           0.419             0.375             0.044             0.000           158.083             0.000            26.787           131.296             0.000             0.000             0.000             0.408             0.018             0.391
           0.232             0.000             0.232             0.000           157.851             0.000            26.555           131.296             0.000             0.000             0.000             0.392             0.009             0.383
           0.215             0.000             0.215             0.000           157.636             0.000            26.339           131.296             0.000             0.000             0.000             0.378             0.002             0.375
           0.228             0.000             0.228             0.000           157.408             0.000            26.111           131.296             0.000             0.000             0.000             0.368             0.000             0.368
           0.311             0.000             0.311             0.000           157.097             0.000            25.801           131.296             0.000             0.000             0.000             0.361             0.000             0.361
           0.307             0.000             0.307             0.000           156.790             0.000            25.494           131.296             0.000             0.000             0.000             0.354             0.000             0.354
           0.317             0.000             0.317             0.000           156.473             0.000            25.177           131.296             0.000             0.000             0.000             0.347             0.000             0.347
           0.313             0.000             0.313             0.000           156.160             0.000            24.864           131.296             0.000             0.000             0.000             0.340             0.000             0.340
           0.282             0.000             0.282             0.000           155.878             0.000            24.581           131.296             0.000             0.000             0.000             0.333             0.000             0.333
           0.279             0.000             0.279             0.000           155.598             0.000            24.302           131.296             0.000             0.000             0.000             0.327             0.000             0.327
           0.250             0.000             0.250             0.000           155.349             0.000            24.052           131.296             0.000             0.000             0.000             0.320             0.000             0.320
           0.208             0.000             0.208             0.000           155.141             0.000            23.844           131.296             0.000             0.000             0.000             0.314             0.000             0.314
           0.206             0.000             0.206             0.000           154.934             0.000            23.638           131.296             0.000             0.000             0.000             0.308             0.000             0.308
           0.230             0.000             0.230             0.000           154.704             0.000            23.408           131.296             0.000             0.000             0.000             0.302             0.000             0.302
           0.316             0.000             0.316             0.000           154.388             0.000            23.091           131.296             0.000             0.000             0.000             0.296             0.000             0.296
           0.425             0.000             0.425             0.000           153.963             0.000            22.667           131.296             0.000             0.000             0.000             0.290             0.000             0.290
           0.306             0.000             0.306             0.000           153.657             0.000            22.360           131.296             0.000             0.000             0.000             0.284             0.000             0.284
           0.206             0.000             0.206             0.000           153.451             0.000            22.155           131.296             0.000             0.000             0.000             0.279             0.000             0.279
           0.132             0.000             0.132             0.000           153.319             0.000            22.023           131.296             0.000             0.000             0.000             0.273             0.000             0.273
           0.107             0.000             0.107             0.000           153.212             0.000            21.916           131.296             0.000             0.000             0.000             0.268             0.000             0.268
           0.113             0.113             0.000             0.000           153.458             0.246            21.916           131.296             0.241             0.094             0.147             0.287             0.022             0.266
           0.334             0.246             0.089             0.000           153.124             0.000            21.827           131.296             0.000             0.000             0.000             0.287             0.027             0.260
           0.165             0.000             0.165             0.000           152.958             0.000            21.662           131.296             0.000             0.000             0.000             0.272             0.017             0.255
           0.152             0.000             0.152             0.000           152.806             0.000            21.510           131.296             0.000             0.000             0.000             0.261             0.011             0.250
           0.198             0.000             0.198             0.000           152.608             0.000            21.312           131.296             0.000             0.000             0.000             0.253             0.007             0.245
           0.196             0.000             0.196             0.000           152.412             0.000            21.116           131.296             0.000             0.000             0.000             0.245             0.005             0.241
           0.274             0.000             0.274             0.000           152.138             0.000            20.842           131.296             0.000             0.000             0.000             0.239             0.003             0.236
           0.124             0.000             0.124             0.000           152.014             0.000            20.718           131.296             0.000             0.000             0.000             0.233             0.002             0.231
           0.112             0.000             0.112             0.000           151.902             0.000            20.606           131.296             0.000             0.000             0.000             0.227             0.001             0.227
           0.357             0.000             0.357             0.000           151.546             0.000            20.250           131.296             0.000             0.000             0.000             0.222             0.000             0.222
           0.252             0.000             0.252             0.000           151.294             0.000            19.998           131.296             0.000             0.000             0.000             0.218             0.000             0.218
           0.260             0.000             0.260             0.000           151.034             0.000            19.738           131.296             0.000             0.000             0.000             0.214             0.000             0.214
           0.096             0.000             0.096             0.000           150.938             0.000            19.642           131.296             0.000             0.000             0.000             0.209             0.000             0.209
           0.127             0.000             0.127             0.000           150.811             0.000            19.515           131.296             0.000             0.000             0.000             0.205             0.000             0.205
           0.063             0.000             0.063             0.000           150.748             0.000            19.451           131.296             0.000             0.000             0.000             0.201             0.000             0.201
           0.095             0.000             0.095             0.000           150.653             0.000            19.357           131.296             0.000             0.000             0.000             0.197             0.000             0.197
           0.147             0.000             0.147             0.000           150.506             0.000            19.210           131.296             0.000             0.000             0.000             0.193             0.000             0.193
           0.125             0.000             0.125             0.000           150.382             0.000            19.085           131.296             0.000             0.000             0.000             0.190             0.000             0.190
           0.144             0.000             0.144             0.000           150.237             0.000            18.941           131.296             0.000             0.000             0.000             0.186             0.000             0.186
           0.174             0.000             0.174             0.000           150.063             0.000            18.767           131.296             0.000             0.000             0.000             0.182             0.000             0.182
           0.142             0.000             0.142             0.000           149.921             0.000            18.625           131.296             0.000             0.000             0.000             0.179             0.000             0.179
           0.191             0.000             0.191             0.000           149.730             0.000            18.433           131.296             0.000             0.000             0.000             0.175             0.000             0.175
           0.130             0.000             0.130             0.000           149.600             0.000            18.304           131.296             0.000             0.000             0.000             0.172             0.000             0.172
           0.059             0.000             0.059             0.000           149.541             0.000            18.244           131.296             0.000             0.000             0.000             0.168             0.000             0.168
           0.079             0.000             0.079             0.000           149.462             0.000            18.165           131.296             0.000             0.000             0.000             0.165             0.000             0.165
           0.098             0.000             0.098             0.000           149.363             0.000            18.067           131.296             0.000             0.000             0.000             0.162             0.000             0.162
           0.068             0.000             0.068             0.000           149.295             0.000            17.999           131.296             0.000             0.000             0.000             0.159             0.000             0.159
           0.058             0.000             0.058             0.000           149.237             0.000            17.940           131.296             0.000             0.000             0.000             0.156             0.000             0.156
           0.078             0.000             0.078             0.000           149.159             0.000            17.863           131.296             0.000             0.000             0.000             0.152             0.000             0.152
           0.135             0.000             0.135             0.000           149.024             0.000            17.728           131.296             0.000             0.000             0.000             0.149             0.000             0.149
           0.086             0.000             0.086             0.000           148.938             0.000            17.641           131.296             0.000             0.000             0.000             0.147             0.000             0.147
           0.067             0.000             0.067             0.000           148.871             0.000            17.575           131.296             0.000             0.000             0.000             0.144             0.000             0.144
           0.076             0.000             0.076             0.000           148.795             0.000            17.499           131.296             0.000             0.000             0.000             0.141             0.000             0.141
           0.142             0.000             0.142             0.000           148.653             0.000            17.357           131.296             0.000             0.000             0.000             0.138             0.000             0.138
           0.122             0.000             0.122             0.000           148.531             0.000            17.235           131.296             0.000             0.000             0.000             0.135             0.000             0.135
           0.205             0.000             0.205             0.000           148.326             0.000            17.030           131.296             0.000             0.000             0.000             0.133             0.000             0.133
           0.101             0.000             0.101             0.000           148.224             0.000            16.928           131.296             0.000             0.000             0.000             0.130             0.000             0.130
           0.092             0.000             0.092             0.000           148.133             0.000            16.837           131.296             0.000             0.000             0.000             0.128             0.000             0.128
           0.100             0.000             0.100             0.000           148.033             0.000            16.737           131.296             0.000             0.000             0.000             0.125             0.000             0.125
           0.118             0.000             0.118             0.000           147.915             0.000            16.619           131.296             0.000             0.000             0.000             0.123             0.000             0.123
           0.108             0.000             0.108             0.000           147.807             0.000            16.511           131.296             0.000             0.000             0.000             0.120             0.000             0.120
           0.098             0.000             0.098             0.000           147.709             0.000            16.413           131.296             0.000             0.000             0.000             0.118             0.000             0.118
           0.115             0.000             0.115             0.000           147.594             0.000            16.297           131.296             0.000             0.000             0.000             0.116             0.000             0.116
           0.123             0.000             0.123             0.000           147.470             0.000            16.174           131.296             0.000             0.000             0.000             0.113             0.000             0.113
           0.114             0.000             0.114             0.000           147.357             0.000            16.060           131.296             0.000             0.000             0.000             0.111             0.000             0.111
           0.052             0.000             0.052             0.000           147.304             0.000            16.008           131.296             0.000             0.000             0.000             0.109             0.000             0.109
           0.087             0.000             0.087             0.000           147.218             0.000            15.922           131.296             0.000             0.000             0.000             0.107             0.000             0.107
           0.103             0.000             0.103             0.000           147.115             0.000            15.818           131.296             0.000             0.000             0.000             0.105             0.000             0.105
           0.077             0.000             0.077             0.000           147.038             0.000            15.741           131.296             0.000             0.000             0.000             0.103             0.000             0.103
           0.111             0.000             0.111             0.000           146.927             0.000            15.631           131.296             0.000             0.000             0.000             0.101             0.000             0.101
           0.093             0.000             0.093             0.000           146.834             0.000            15.538           131.296             0.000             0.000             0.000             0.099             0.000             0.099
           0.118             0.000             0.118             0.000           146.716             0.000            15.420           131.296             0.000             0.000             0.000             0.097             0.000             0.097
           0.058             0.000             0.058             0.000           146.658             0.000            15.362           131.296             0.000             0.000             0.000             0.095             0.000             0.095
           0.136             0.100             0.036             0.000           146.622             0.000            15.326           131.296             0.000             0.000             0.000             0.093             0.000             0.093
           0.066             0.000             0.066             0.000           146.556             0.000            15.259           131.296             0.000             0.000             0.000             0.091             0.000             0.091
           0.091             0.000             0.091             0.000           146.465             0.000            15.169           131.296             0.000             0.000             0.000             0.089             0.000             0.089
           0.107             0.000             0.107             0.000           146.358             0.000            15.062           131.296             0.000             0.000             0.000             0.088             0.000             0.088
           0.057             0.000             0.057             0.000           146.301             0.000            15.005           131.296             0.000             0.000             0.000             0.086             0.000             0.086
           0.049             0.000             0.049             0.000           146.252             0.000            14.956           131.296             0.000             0.000             0.000             0.084             0.000             0.084
           0.049             0.000             0.049             0.000           146.204             0.000            14.908           131.296             0.000             0.000             0.000             0.082             0.000             0.082
           0.064             0.000             0.064             0.000           146.139             0.000            14.843           131.296             0.000             0.000             0.000             0.081             0.000             0.081
           0.088             0.000             0.088             0.000           146.051             0.000            14.755           131.296             0.000             0.000             0.000             0.079             0.000             0.079
           0.104             0.000             0.104             0.000           145.947             0.000            14.651           131.296             0.000             0.000             0.000             0.078             0.000             0.078
           0.135             0.000             0.135             0.000           145.813             0.000            14.516           131.296             0.000             0.000             0.000             0.076             0.000             0.076
           0.118             0.000             0.118             0.000           145.695             0.000            14.399           131.296             0.000             0.000             0.000             0.075             0.000             0.075
           0.164             0.000             0.164             0.000           145.531             0.000            14.235           131.296             0.000             0.000             0.000             0.073             0.000             0.073
           0.185             0.000             0.185             0.000           145.347             0.000            14.050           131.296             0.000             0.000             0.000             0.072             0.000             0.072
           0.106             0.000             0.106             0.000           145.240             0.000            13.944           131.296             0.000             0.000             0.000             0.070             0.000             0.070
           0.098             0.000             0.098             0.000           145.142             0.000            13.846           131.296             0.000             0.000             0.000             0.069             0.000             0.069
           0.105             0.000             0.105             0.000           145.037             0.000            13.741           131.296             0.000             0.000             0.000             0.068             0.000             0.068
           0.074             0.000             0.074             0.000           144.963             0.000            13.667           131.296             0.000             0.000             0.000             0.066             0.000             0.066
           0.279             0.200             0.079             0.000           144.884             0.000            13.588           131.296             0.000             0.000             0.000             0.065             0.000             0.065
           0.151             0.151             0.000             0.000           145.016             0.132            13.588           131.296             0.118             0.048             0.069             0.076             0.011             0.065
           0.158             0.132             0.026             0.000           144.858             0.000            13.562           131.296             0.000             0.000             0.000             0.077             0.014             0.064
           0.051             0.000             0.051             0.000           144.807             0.000            13.511           131.296             0.000             0.000             0.000             0.071             0.009             0.063
           0.124             0.000             0.124             0.000           144.683             0.000            13.387           131.296             0.000             0.000             0.000             0.067             0.006             0.061
           0.109             0.000             0.109             0.000           144.574             0.000            13.278           131.296             0.000             0.000             0.000             0.064             0.004             0.060
           0.129             0.000             0.129             0.000           144.445             0.000            13.149           131.296             0.000             0.000             0.000             0.061             0.002             0.059
           0.100             0.000             0.100             0.000           144.345             0.000            13.049           131.296             0.000             0.000             0.000             0.059             0.002             0.058
           0.198             0.000             0.198             0.000           144.148             0.000            12.852           131.296             0.000             0.000             0.000             0.058             0.001             0.057
           0.090             0.000             0.090             0.000           144.058             0.000            12.761           131.296             0.000             0.000             0.000             0.056             0.000             0.056
           0.110             0.000             0.110             0.000           143.947             0.000            12.651           131.296             0.000             0.000             0.000             0.054             0.000             0.054
           0.151             0.151             0.000             0.000           144.345             0.398            12.651           131.296             0.352             0.145             0.207             0.091             0.034             0.057
           0.414             0.398             0.017             0.000           143.930             0.000            12.634           131.296             0.000             0.000             0.000             0.097             0.041             0.056
           0.266             0.200             0.066             0.000           143.864             0.000            12.568           131.296             0.000             0.000             0.000             0.082             0.026             0.055
           0.264             0.264             0.000             0.000           144.943             1.079            12.568           131.296             0.957             0.394             0.563             0.174             0.109             0.065
           0.151             0.151             0.000             0.000           145.550             1.686            12.568           131.296             0.543             0.223             0.320             0.244             0.174             0.070
           0.339             0.339             0.000             0.000           145.211             1.347            12.568           131.296             0.000             0.000             0.000             0.210             0.142             0.069
           0.226             0.226             0.000             0.000           144.985             1.121            12.568           131.296             0.000             0.000             0.000             0.159             0.092             0.067
           0.376             0.376             0.000             0.000           144.609             0.745            12.568           131.296             0.000             0.000             0.000             0.126             0.059             0.066
           0.414             0.414             0.000             0.000           144.195             0.330            12.568           131.296             0.000             0.000             0.000             0.102             0.038             0.065
           0.441             0.430             0.011             0.000           143.854             0.000            12.557           131.296             0.000             0.000             0.000             0.087             0.024             0.064
           0.095             0.000             0.095             0.000           143.759             0.000            12.462           131.296             0.000             0.000             0.000             0.078             0.015             0.062
           0.168             0.000             0.168             0.000           143.590             0.000            12.294           131.296             0.000             0.000             0.000             0.069             0.008             0.061
           0.376             0.376             0.000             0.000           143.656             0.066            12.294           131.296             0.058             0.024             0.034             0.068             0.007             0.061
           0.230             0.166             0.064             0.000           143.526             0.000            12.230           131.296             0.000             0.000             0.000             0.066             0.007             0.059
           0.112             0.000             0.112             0.000           143.414             0.000            12.118           131.296             0.000             0.000             0.000             0.063             0.004             0.058
           0.125             0.000             0.125             0.000           143.289             0.000            11.993           131.296             0.000             0.000             0.000             0.060             0.003             0.057
           0.104             0.000             0.104             0.000           143.186             0.000            11.889           131.296             0.000             0.000             0.000             0.058             0.002             0.056
           0.109             0.000             0.109             0.000           143.076             0.000            11.780           131.296             0.000             0.000             0.000             0.056             0.001             0.055
           0.108             0.000             0.108             0.000           142.968             0.000            11.672           131.296             0.000             0.000             0.000             0.055             0.001             0.054
           0.709             0.700             0.009             0.000           142.959             0.000            11.663           131.296             0.000             0.000             0.000             0.053             0.000             0.053
           0.414             0.414             0.000             0.000           143.751             0.792            11.663           131.296             0.694             0.288             0.406             0.127             0.067             0.060
           0.753             0.753             0.000             0.000           142.998             0.039            11.663           131.296             0.000             0.000             0.000             0.139             0.081             0.058
           0.165             0.039             0.126             0.000           142.833             0.000            11.537           131.296             0.000             0.000             0.000             0.110             0.052             0.057
           0.137             0.000             0.137             0.000           142.696             0.000            11.400           131.296             0.000             0.000             0.000             0.090             0.034             0.056
           0.154             0.000             0.154             0.000           142.542             0.000            11.246           131.296             0.000             0.000             0.000             0.077             0.022             0.055
           0.182             0.000             0.182             0.000           142.359             0.000            11.063           131.296             0.000             0.000             0.000             0.068             0.014             0.054
           0.102             0.000             0.102             0.000           142.258             0.000            10.961           131.296             0.000             0.000             0.000             0.062             0.009             0.053
           0.178             0.000             0.178             0.000           142.080             0.000            10.784           131.296             0.000             0.000             0.000             0.058             0.006             0.052
           0.175             0.000             0.175             0.000           141.905             0.000            10.609           131.296             0.000             0.000             0.000             0.053             0.002             0.051
           0.126             0.000             0.126             0.000           141.779             0.000            10.482           131.296             0.000             0.000             0.000             0.050             0.000             0.050
           0.091             0.000             0.091             0.000           141.688             0.000            10.392           131.296             0.000             0.000             0.000             0.049             0.000             0.049
           0.129             0.000             0.129             0.000           141.559             0.000            10.262           131.296             0.000             0.000             0.000             0.048             0.000             0.048
           0.172             0.000             0.172             0.000           141.387             0.000            10.090           131.296             0.000             0.000             0.000             0.047             0.000             0.047
           0.175             0.000             0.175             0.000           141.212             0.000             9.916           131.296             0.000             0.000             0.000             0.046             0.000             0.046
           0.209             0.100             0.109             0.000           141.103             0.000             9.807           131.296             0.000             0.000             0.000             0.045             0.000             0.045
           0.159             0.000             0.159             0.000           140.944             0.000             9.648           131.296             0.000             0.000             0.000             0.044             0.000             0.044
           0.099             0.000             0.099             0.000           140.845             0.000             9.548           131.296             0.000             0.000             0.000             0.043             0.000             0.043
           0.119             0.000             0.119             0.000           140.726             0.000             9.430           131.296             0.000             0.000             0.000             0.043             0.000             0.043
           0.226             0.226             0.000             0.000           141.520             0.794             9.430           131.296             0.680             0.285             0.395             0.116             0.066             0.049
           0.814             0.794             0.020             0.000           140.706             0.000             9.410           131.296             0.000             0.000             0.000             0.129             0.080             0.049
           0.092             0.000             0.092             0.000           140.614             0.000             9.318           131.296             0.000             0.000             0.000             0.100             0.052             0.048
           0.161             0.000             0.161             0.000           140.453             0.000             9.157           131.296             0.000             0.000             0.000             0.080             0.034             0.047
           0.287             0.000             0.287             0.000           140.166             0.000             8.870           131.296             0.000             0.000             0.000             0.068             0.022             0.046
           0.202             0.100             0.102             0.000           140.064             0.000             8.767           131.296             0.000             0.000             0.000             0.059             0.014             0.045
